CODE_INSEE,NOM,CODE_POSTAL
92023,CLAMART,92140
88394,ROMAIN AUX BOIS,88320
76284,FRESNAY LE LONG,76850
85200,ST AVAUGOURD DES LANDES,85540
92036,GENNEVILLIERS,92230
88403,ROZEROTTE,88500
76287,FRESQUIENNES,76570
85206,ST CYR EN TALMONDAIS,85540
92048,MEUDON,92360
88429,ST NABORD,88200
76289,ST MARTIN DE L IF,76190
85208,ST DENIS LA CHEVASSE,85170
92050,NANTERRE,92000
88436,ST STAIL,88210
76291,FROBERVILLE,76400
85215,ST FULGENT,85250
92063,RUEIL MALMAISON,92500
88440,SANDAUCOURT,88170
76300,GERVILLE,76790
85243,BREM SUR MER,85470
93008,BOBIGNY,93000
88443,SARTES,88300
76305,GONFREVILLE L ORCHER,76700
85261,STE PEXINE,85320
93045,LES LILAS,93260
88446,SAULXURES LES BULGNEVILLE,88140
76315,GRAINVILLE LA TEINTURIERE,76450
85262,ST PHILBERT DE BOUAINE,85660
93059,PIERREFITTE SUR SEINE,93380
88447,SAULXURES SUR MOSELOTTE,88290
76317,GRAINVILLE YMAUVILLE,76110
85264,ST PIERRE DU CHEMIN,85120
93071,SEVRAN,93270
88448,SAUVILLE,88140
76323,GRAVAL,76270
85266,ST PROUANT,85110
93079,VILLETANEUSE,93430
88449,SAVIGNY,88130
76324,GREGES,76370
85267,STE RADEGONDE DES NOYERS,85450
94002,ALFORTVILLE,94140
88461,SURIAUVILLE,88140
76332,GRUMESNIL,76440
85271,ST SULPICE EN PAREDS,85410
94016,CACHAN,94230
88463,TAINTRUX,88100
76344,HAUDRICOURT,76390
85288,TALMONT ST HILAIRE,85440
94018,CHARENTON LE PONT,94220
88465,CAPAVENIR VOSGES,88150
76346,HAUTOT L AUVRAY,76450
85290,THIRE,85210
94028,CRETEIL,94000
88470,LE THOLY,88530
76351,LE HAVRE,76610
85298,VAIRE,85150
94037,GENTILLY,94250
88471,LES THONS,88410
76357,HERMEVILLE,76280
85301,VENDRENNES,85250
94053,NOISEAU,94880
88476,TOTAINVILLE,88500
76360,HEUGLEVILLE SUR SCIE,76720
85302,CHANVERRIE,85500
94060,LA QUEUE EN BRIE,94510
88478,TRANQUEVILLE GRAUX,88300
76370,HUGLEVILLE EN CAUX,76570
86007,ANTRAN,86100
94065,RUNGIS,94150
88482,URVILLE,88140
76377,ISNEAUVILLE,76230
86019,BEAUMONT ST CYR,86490
94074,VALENTON,94460
88488,VALFROICOURT,88270
76378,JUMIEGES,76480
86022,BERRIE,86120
94080,VINCENNES,94300
88490,VALLEROY LE SEC,88800
76386,LIMPIVILLE,76540
86027,BIARD,86580
94081,VITRY SUR SEINE,94400
88495,VAUDEVILLE,88000
76389,LINTOT LES BOIS,76590
86032,BONNEUIL MATOURS,86210
95018,ARGENTEUIL,95100
88496,VAUDONCOURT,88140
76392,LONDINIERES,76660
86050,CHALANDRAY,86190
95026,ASNIERES SUR OISE,95270
88500,VENTRON,88310
76394,LONGROY,76260
86052,CHAMPAGNE ST HILAIRE,86160
95051,BEAUCHAMP,95250
88501,LE VERMONT,88210
76397,LONGUEVILLE SUR SCIE,76590
86070,CHAUVIGNY,86300
95058,BERNES SUR OISE,95340
88502,VERVEZELLE,88600
76402,MALAUNAY,76770
86082,VALENCE EN POITOU,86700
95094,BOUQUEVAL,95720
88503,VEXAINCOURT,88110
76403,MALLEVILLE LES GRES,76450
86082,VALENCE EN POITOU,86700
95101,BRAY ET LU,95710
88504,VICHEREY,88170
76412,MARTAINVILLE EPREVILLE,76116
86094,DIENNE,86410
95102,BREANCON,95640
88506,VIEUX MOULIN,88210
76427,MESNIERES EN BRAY,76270
86099,FLEURE,86340
95116,BRUYERES SUR OISE,95820
88511,VILLOUXEL,88350
76437,MEULERS,76510
86112,L ISLE JOURDAIN,86150
95119,BUHY,95770
88513,VINCEY,88450
76449,MONTREUIL EN CAUX,76850
86115,JAUNAY MARIGNY,86380
95142,CHARS,95750
88515,VIOMENIL,88260
76451,MONT ST AIGNAN,76130
86117,JOUHET,86500
95144,CHATENAY EN FRANCE,95190
88519,LA VOIVRE,88470
76455,MORVILLE SUR ANDELLE,76780
86121,LATILLE,86190
95166,CLERY EN VEXIN,95420
88528,XAMONTARUPT,88460
76456,MOTTEVILLE,76970
86124,LAVOUX,86800
95212,EPIAIS LES LOUVRES,95380
88530,XERTIGNY,88220
76458,MUCHEDENT,76590
86128,LENCLOITRE,86140
95218,ERAGNY,95610
88531,XONRUPT LONGEMER,88400
76462,NEUFCHATEL EN BRAY,76270
86131,LHOMMAIZE,86410
95250,FOSSES,95470
89003,MONTHOLON,89710
76470,NORMANVILLE,76640
86135,LINIERS,86800
95298,HARAVILLIERS,95640
89006,ANCY LE LIBRE,89160
76472,NOTRE DAME D ALIERMONT,76510
86153,MAZEROLLES,86320
95301,HAUTE ISLE,95780
89008,ANGELY,89440
76476,PORT JEROME SUR SEINE,76170
86160,MIREBEAU,86110
95323,JOUY LE MOUTIER,95280
89010,ANNAY SUR SEREIN,89310
76476,PORT JEROME SUR SEINE,76170
86163,MONTAMISE,86360
95331,LASSY,95270
89016,ARGENTENAY,89160
76482,OFFRANVILLE,76550
86170,MOULISMES,86500
95348,LONGUESSE,95450
89017,ARGENTEUIL SUR ARMANCON,89160
76486,ORIVAL,76500
86174,NAINTRE,86530
95392,MERIEL,95630
89034,BEINE,89800
76487,OSMOY ST VALERY,76660
86182,ORCHES,86230
95409,MOISSELLES,95570
89037,BEON,89410
76488,OUAINVILLE,76450
86184,OUZILLY,86380
95429,MONTREUIL SUR EPTE,95770
89042,BIERRY LES BELLES FONTAINES,89420
76494,PARC D ANXTOT,76210
86189,PAYROUX,86350
95430,MONTSOULT,95560
89049,BOIS D ARCY,89660
76505,POMMEREUX,76440
86191,PINDRAY,86500
95452,NOINTEL,95590
89050,BONNARD,89400
76508,LA POTERIE CAP D ANTIFER,76280
86196,POUANCAY,86120
95483,LE PERCHAY,95450
89055,BRIENON SUR ARMANCON,89210
76509,PREAUX,76160
86197,POUANT,86200
95489,PISCOP,95350
89059,BUSSY EN OTHE,89400
76510,PRETOT VICQUEMARE,76560
86198,POUILLE,86800
95500,PONTOISE,95000
89063,LA CELLE ST CYR,89116
76511,PREUSEVILLE,76660
86206,RASLAY,86120
95523,LA ROCHE GUYON,95780
89066,CERISIERS,89320
76512,PUISENVAL,76660
86210,ROIFFE,86120
95535,SAGY,95450
89068,CHABLIS,89800
76519,RAINFREVILLE,76730
86211,ROMAGNE,86700
95541,ST CLAIR SUR EPTE,95770
89073,CHAMPIGNELLES,89350
76527,RICHEMONT,76390
86222,ST GEORGES LES BAILLARGEAUX,86130
95566,ST MARTIN DU TERTRE,95270
89074,CHAMPIGNY,89340
76529,RIVILLE,76540
86227,ST LAON,86200
95594,SEUGY,95270
89077,CHAMPS SUR YONNE,89290
76532,ROCQUEMONT,76680
86233,VALDIVIENNE,86300
95607,TAVERNY,95150
89086,CHARNY OREE DE PUISAYE,89120
76560,ST AUBIN EPINAY,76160
86253,SANXAY,86600
95627,VALLANGOUJARD,95810
89086,CHARNY OREE DE PUISAYE,89120
76569,STE COLOMBE,76460
86264,SOMMIERES DU CLAIN,86160
95658,VIGNY,95450
89086,CHARNY OREE DE PUISAYE,89120
76581,ST GERMAIN DES ESSOURTS,76750
86268,TERCE,86800
95680,VILLIERS LE BEL,95400
89086,CHARNY OREE DE PUISAYE,89120
76585,ST GILLES DE CRETOT,76490
86276,USSON DU POITOU,86350
95690,WY DIT JOLI VILLAGE,95420
89100,CHEROY,89690
76587,STE HELENE BONDEVILLE,76400
86281,ST MARTIN LA PALLU,86110
97101,LES ABYMES,97139
89113,COLLEMIERS,89100
76591,ST JACQUES SUR DARNETAL,76160
86281,ST MARTIN LA PALLU,86170
97105,BASSE TERRE,97100
89116,CORNANT,89500
76592,ST JEAN DE FOLLEVILLE,76170
86284,VERNON,86340
97106,BOUILLANTE,97125
89117,COULANGERON,89580
76596,ST LAURENT DE BREVEDENT,76700
86290,LA VILLEDIEU DU CLAIN,86340
97107,CAPESTERRE BELLE EAU,97130
89120,COULOURS,89320
76601,ST LUCIEN,76780
86300,YVERSAY,86170
97110,LA DESIRADE,97127
89129,CRAIN,89480
76603,ST MACLOU LA BRIERE,76110
87014,BESSINES SUR GARTEMPE,87250
97113,LE GOSIER,97190
89131,CRUZY LE CHATEL,89740
76606,MORIENNE,76390
87014,BESSINES SUR GARTEMPE,87250
97114,GOYAVE,97128
89141,DISSANGIS,89440
76613,ST MARTIN AUX BUNEAUX,76450
87017,BLANZAC,87300
97124,ST CLAUDE,97120
89144,DOMATS,89150
76618,PETIT CAUX,76630
87027,BUSSIERE GALANT,87230
97125,ST FRANCOIS,97118
89146,DOMECY SUR LE VAULT,89200
76618,PETIT CAUX,76630
87028,VAL D OIRE ET GARTEMPE,87320
97126,ST LOUIS,97134
89147,DRACY,89130
76618,PETIT CAUX,76630
87033,CHAMBORET,87140
97201,L AJOUPA BOUILLON,97216
89153,EPINEUIL,89700
76621,ST MARTIN OSMONVILLE,76680
87038,CHAPTELAT,87270
97213,LE LAMENTIN,97232
89156,ESNON,89210
76632,ST PIERRE BENOUVILLE,76890
87046,COGNAC LA FORET,87310
97218,LE MORNE ROUGE,97260
89168,FLEYS,89800
76641,ST PIERRE LE VIEUX,76740
87047,COMPREIGNAC,87140
97225,ST PIERRE,97250
89175,FONTENAY PRES CHABLIS,89800
76644,ST REMY BOSCROCOURT,76260
87058,DOMPS,87120
97230,LA TRINITE,97220
89194,GRIMAULT,89310
76645,ST RIQUIER EN RIVIERE,76340
87059,LE DORAT,87210
97233,LE MORNE VERT,97226
89196,VALRAVILLON,89113
76646,ST RIQUIER ES PLAINS,76460
87067,FOLLES,87250
97304,KOUROU,97310
89197,GUILLON TERRE PLAINE,89420
76649,ST SAIRE,76270
87075,ISLE,87170
97305,MACOURIA,97355
89197,GUILLON TERRE PLAINE,89420
76657,ST VIGOR D YMONVILLE,76430
87076,JABREILLES LES BORDES,87370
97306,MANA,97318
89199,GY L EVEQUE,89580
76662,SASSETOT LE MALGARDE,76730
87080,JOUAC,87890
97306,MANA,97360
89200,HAUTERIVE,89250
76663,SASSETOT LE MAUCONDUIT,76540
87082,LADIGNAC LE LONG,87500
97310,ROURA,97352
89202,IRANCY,89290
76668,SAUSSAY,76760
87085,LIMOGES,87100
97356,CAMOPI,97330
89203,ISLAND,89200
76677,SMERMESNIL,76660
87085,LIMOGES,87280
97402,BRAS PANON,97412
89206,JOIGNY,89300
76683,SOTTEVILLE SUR MER,76740
87088,MAGNAC BOURG,87380
97402,BRAS PANON,97412
89208,JOUX LA VILLE,89440
76689,THIETREVILLE,76540
87089,MAGNAC LAVAL,87190
97405,PETITE ILE,97429
89215,LAIN,89560
76695,TOCQUEVILLE LES MURS,76110
87091,MAISONNAIS SUR TARDOIRE,87440
97409,ST ANDRE,97440
89216,LAINSECQ,89520
76697,TORCY LE GRAND,76590
87096,LA MEYZE,87800
97411,ST DENIS,97417
89219,LASSON,89570
76708,TOUSSAINT,76400
87103,NANTIAT,87140
97411,ST DENIS,97417
89220,LAVAU,89170
76710,TREMAUVILLE,76640
87104,NEDDE,87120
97412,ST JOSEPH,97480
89224,LICHERES PRES AIGREMONT,89800
76714,LES TROIS PIERRES,76430
87105,NEUVIC ENTIER,87130
97415,ST PAUL,97435
89225,LICHERES SUR YONNE,89660
76717,VAL DE LA HAYE,76380
87114,PANAZOL,87350
97415,ST PAUL,97460
89226,LIGNORELLES,89800
76719,VALMONT,76540
87119,PIERRE BUFFIERE,87260
97418,STE MARIE,97438
89228,LINDRY,89240
76721,VARNEVILLE BRETTEVILLE,76890
87121,RANCON,87290
97421,SALAZIE,97433
89229,LIXY,89140
76723,VASSONVILLE,76890
87126,ROCHECHOUART,87600
97422,LE TAMPON,97430
89230,LOOZE,89300
76725,VATTETOT SOUS BEAUMONT,76110
87128,ST PARDOUX LE LAC,87140
97602,BANDRABOUA,97650
89234,LUCY SUR YONNE,89480
76737,VIBEUF,76760
87130,ROZIERS ST GEORGES,87130
97611,MAMOUDZOU,97600
89236,MAILLOT,89100
76745,VILLY SUR YERES,76260
87131,SAILLAT SUR VIENNE,87720
97613,M TSANGAMOUJI,97650
89245,MARSANGY,89500
76746,VINNEMERVILLE,76540
87132,ST AMAND LE PETIT,87120
97616,SADA,97640
89253,MERRY SUR YONNE,89660
76749,WANCHY CAPVAL,76660
87137,ST BAZILE,87150
97617,TSINGONI,97680
89256,MIGE,89580
76756,YQUEBEUF,76690
87139,ST BONNET DE BELLAC,87300
97801,ST MARTIN,97150
89262,MOLOSMES,89700
77002,AMILLIS,77120
87142,ST DENIS DES MURS,87400
98711,ANAA,98760
89274,NAILLY,89100
77013,AULNOY,77120
87155,ST JUNIEN LES COMBES,87300
98716,FAKARAVA,98790
89280,NUITS,89390
77024,BASSEVELLE,77750
87158,ST LAURENT SUR GORRE,87310
98719,GAMBIER,98755
89281,LES ORMES,89110
77031,BERNAY VILBERT,77540
87159,ST LEGER LA MONTAGNE,87340
98719,GAMBIER,98755
89283,OUANNE,89560
77032,BETON BAZOCHES,77320
87160,ST LEGER MAGNAZEIX,87190
98719,GAMBIER,98792
89286,PARLY,89240
77033,BEZALLES,77970
87166,ST MARTIN LE VIEUX,87700
98720,HAO,98790
89295,PERRIGNY,89000
77037,BOIS LE ROI,77590
87180,ST SORNIN LEULAC,87290
98720,HAO,98790
89314,PREGILBERT,89460
77039,BOISSISE LA BERTRAND,77350
87181,ST SULPICE LAURIERE,87370
98720,HAO,98790
89315,PREHY,89800
77040,BOISSISE LE ROI,77310
87189,LES SALLES LAVAUGUYON,87440
98721,HIKUERU,98790
89316,PROVENCY,89200
77050,BRANSLES,77620
87200,VERNEUIL MOUSTIERS,87360
98721,HIKUERU,98790
89321,RAVIERES,89390
77052,BREAU,77720
87201,VERNEUIL SUR VIENNE,87430
98722,HITIAA O TE RA,98707
89325,RONCHERES,89170
77053,BRIE COMTE ROBERT,77170
87202,VEYRAC,87520
98723,HIVA OA,98741
89327,ROUSSON,89500
77056,BURCY,77760
88008,ANGLEMONT,88700
98723,HIVA OA,98741
89333,ST ANDRE EN TERRE PLAINE,89420
77058,BUSSY ST GEORGES,77600
88012,ARCHETTES,88380
98723,HIVA OA,98741
89342,ST DENIS LES SENS,89100
77059,BUSSY ST MARTIN,77600
88016,ATTIGNY,88260
98723,HIVA OA,98741
89344,ST FARGEAU,89170
77059,BUSSY ST MARTIN,77600
88050,BELMONT SUR BUTTANT,88600
98724,HUAHINE,98731
89345,ST FLORENTIN,89600
77071,CHAINTREAUX,77460
88056,BETTONCOURT,88500
98724,HUAHINE,98731
89347,ST GERMAIN DES CHAMPS,89630
77085,CHANTELOUP EN BRIE,77600
88064,BOIS DE CHAMP,88600
98727,MANIHI,98771
89364,ST PERE,89450
77096,CHARTRETTES,77590
88070,BOUXURULLES,88130
98728,MAUPITI,98732
89367,SAINTS EN PUISAYE,89520
77097,CHARTRONGES,77320
88073,BRANTIGNY,88130
98728,MAUPITI,98732
89375,SANTIGNY,89420
77108,CHELLES,77500
88076,BROUVELIEURES,88600
98729,MOOREA MAIAO,98729
89393,SERRIGNY,89700
77111,CHESSY,77700
88082,CELLES SUR PLAINE,88110
98729,MOOREA MAIAO,98729
89397,SOMMECAISE,89110
77112,CHEVRAINVILLIERS,77760
88092,CHARMOIS L ORGUEILLEUX,88270
98730,NAPUKA,98772
89398,SORMERY,89570
77113,CHEVRU,77320
88094,CHATEL SUR MOSELLE,88330
98731,NUKU HIVA,98796
89405,LES HAUTS DE FORTERRE,89560
77120,COCHEREL,77440
88095,CHATENOIS,88170
98735,PAPEETE,98714
89409,THAROISEAU,89450
77121,COLLEGIEN,77090
88097,CHAUFFECOURT,88500
98736,PIRAE,98716
89411,LES VALLEES DE LA VANNE,89320
77122,COMBS LA VILLE,77380
88098,CHAUMOUSEY,88390
98738,PUNAAUIA,98703
89413,THOREY,89430
77129,COULOMBS EN VALOIS,77840
88105,CLAUDON,88410
98738,PUNAAUIA,98718
89416,THURY,89520
77131,COULOMMIERS,77120
88106,BAN SUR MEURTHE CLEFCY,88230
98739,RAIVAVAE,98750
89420,TREIGNY PERREUSE STE COLOMBE,89520
77132,COUPVRAY,77700
88107,CLEREY LA COTE,88630
98742,REAO,98779
89437,VENOUSE,89230
77137,COURTACON,77560
88114,CONTREXEVILLE,88140
98743,RIMATARA,98752
89450,VILLEBOUGIS,89150
77139,COURTRY,77181
88118,COUSSEY,88630
98744,RURUTU,98753
89451,VILLECHETIVE,89320
77144,CREVECOEUR EN BRIE,77610
88120,LA CROIX AUX MINES,88520
98745,TAHAA,98733
89462,VILLENEUVE LES GENETS,89350
77151,DAGNY,77320
88124,DARNEY,88260
98746,TAHUATA,98743
89463,VILLENEUVE ST SALVES,89230
77158,DIANT,77940
88134,DINOZE,88000
98747,TAIARAPU EST,98721
89467,VILLETHIERRY,89140
77161,DORMELLES,77130
88137,DOLAINCOURT,88170
98748,TAIARAPU OUEST,98725
89477,VILLY,89800
77162,DOUE,77510
88146,DOMJULIEN,88800
98749,TAKAROA,98782
89478,VINCELLES,89290
77169,EMERAINVILLE,77184
88152,DOMPIERRE,88600
98750,TAPUTAPUATEA,98735
89485,VOUTENAY SUR CURE,89270
77178,FAY LES NEMOURS,77167
88156,DONCIERES,88700
98753,TUBUAI,98754
90004,ARGIESANS,90800
77192,FONTENAY TRESIGNY,77610
88157,DOUNOUX,88220
98754,TUMARAA,98735
90018,BREBOTTE,90140
77194,FORGES,77130
88160,EPINAL,88000
98756,UA HUKA,98744
90034,DENNEY,90160
77200,GARENTREVILLE,77890
88163,ESSEGNEY,88130
98757,UA POU,98745
90035,DORANS,90400
77205,GESVRES LE CHAPITRE,77165
88164,ESTRENNES,88500
98757,UA POU,98745
90037,ELOIE,90300
77207,GIRONVILLE,77890
88167,FAUCOMPIERRE,88460
98758,UTUROA,98735
90052,GIROMAGNY,90200
77209,GOUVERNES,77400
88179,FOUCHECOURT,88320
98804,CANALA,98813
90058,LACHAPELLE SOUS ROUGEMONT,90360
77216,GREZ SUR LOING,77880
88181,FRAIZE,88230
98806,FARINO,98881
90061,LAMADELEINE VAL DES ANGES,90170
77220,GUERCHEVILLE,77760
88195,GENDREVILLE,88140
98810,KAALA GOMEN,98817
90062,LARIVIERE,90150
77221,GUERMANTES,77600
88198,GERBEPAL,88430
98813,LA FOA,98880
90065,LEPUIX,90200
77222,GUIGNES,77390
88199,GIGNEVILLE,88320
98814,LIFOU,98885
90077,PETIT CROIX,90130
77224,HAUTEFEUILLE,77515
88203,GIRECOURT SUR DURBION,88600
98815,MARE,98828
90083,RECOUVRANCE,90140
77225,LA HAUTE MAISON,77580
88205,GIRMONT VAL D AJOL,88340
98815,MARE,98878
90101,VELLESCOT,90100
77231,ISLES LES MELDEUSES,77440
88213,LA GRANDE FOSSE,88490
98822,POINDIMIE,98822
90104,VEZELOIS,90400
77247,LESCHEROLLES,77320
88220,GRIGNONCOURT,88410
98829,THIO,98829
91016,ANGERVILLE,91670
77249,LESIGNY,77150
88223,GUGNEY AUX AULX,88450
98831,VOH,98833
91045,BALLANCOURT SUR ESSONNE,91610
77250,LEUDON EN BRIE,77320
88231,HAREVILLE,88800
98832,YATE,98834
91075,BOIS HERPIN,91150
77255,LIVRY SUR SEINE,77000
88237,HENNECOURT,88270
99138,MONACO,98000
91086,BONDOUFLE,91070
77256,LIZINES,77650
88240,HERPELMONT,88600
91105,BREUILLET,91650
77260,LONGUEVILLE,77650
88241,HOUECOURT,88170
91106,BREUX JOUY,91650
77263,LUISETAINES,77520
88244,LA HOUSSIERE,88430
91114,BRUNOY,91800
77264,LUMIGNY NESLES ORMEAUX,77540
88246,HYMONT,88500
91121,BUNO BONNEVAUX,91720
77266,MACHAULT,77133
88247,IGNEY,88150
91122,BURES SUR YVETTE,91440
77270,MAISONCELLES EN BRIE,77580
88251,JEANMENIL,88700
91191,CROSNE,91560
77281,MAUPERTHUIS,77120
88263,LAVELINE DU HOUX,88640
91228,EVRY COURCOURONNES,91080
77291,LE MESNIL AMELOT,77990
88264,LEGEVILLE ET BONFAYS,88270
91240,FONTAINE LA RIVIERE,91690
77307,MONTEVRAIN,77144
88278,MACONCOURT,88170
91248,LA FORET STE CROIX,91150
77316,MORET LOING ET ORVANNE,77250
88289,MARTIGNY LES BAINS,88320
91272,GIF SUR YVETTE,91190
77316,MORET LOING ET ORVANNE,77250
88299,MENIL EN XAINTOIS,88500
91273,GIRONVILLE SUR ESSONNE,91720
77318,MORTCERF,77163
88304,MIRECOURT,88500
91274,GOMETZ LA VILLE,91400
77328,NANTEAU SUR ESSONNE,77760
88314,MORIZECOURT,88320
91286,GRIGNY,91350
77333,NEMOURS,77140
88324,LA NEUVEVILLE SOUS CHATENOIS,88170
91315,ITTEVILLE,91760
77337,NOISIEL,77186
88325,LA NEUVEVILLE SOUS MONTFORT,88800
91330,LARDY,91510
77354,PAMFOU,77830
88326,NEUVILLERS SUR FAVE,88100
91333,LEUVILLE SUR ORGE,91310
77356,PASSY SUR SEINE,77480
88343,PAREY SOUS MONTFORT,88800
91340,LISSES,91090
77367,LE PLESSIS PLACY,77440
88347,PIERREFITTE,88270
91376,MAROLLES EN HUREPOIX,91630
77370,POLIGNY,77167
88349,PLAINFAING,88230
91378,MAUCHAMPS,91730
77386,RECLOSES,77760
88350,PLEUVEZAIN,88170
91390,LE MEREVILLOIS,91660
77387,REMAUVILLE,77710
88351,PLOMBIERES LES BAINS,88370
91432,MORANGIS,91420
77388,REUIL EN BRIE,77260
88351,PLOMBIERES LES BAINS,88370
91463,ONCY SUR ECOLE,91490
77402,ST BARTHELEMY,77320
88356,LES POULIERES,88600
91507,PRUNAY SUR ESSONNE,91720
77407,ST FARGEAU PONTHIERRY,77310
88379,REHAINCOURT,88330
91514,QUINCY SOUS SENART,91480
77411,ST GERMAIN SOUS DOUE,77169
88381,RELANGES,88260
91519,RICHARVILLE,91410
77418,ST LOUP DE NAUD,77650
88393,ROLLAINVILLE,88300
91521,RIS ORANGIS,91130
77421,ST MARS VIEUX MAISONS,77320
88398,LES ROUGES EAUX,88600
91619,TORFOU,91730
77427,ST MESMES,77410
88400,ROUVRES EN XAINTOIS,88500
91630,LE VAL ST GERMAIN,91530
77429,ST OUEN SUR MORIN,77750
88407,RUPPES,88630
91631,VARENNES JARCY,91480
77447,SEINE PORT,77240
88410,STE BARBE,88700
91639,VAYRES SUR ESSONNE,91820
77454,SOGNOLLES EN MONTOIS,77520
88424,STE MARGUERITE,88100
91665,LA VILLE DU BOIS,91620
77461,THENISY,77520
88425,ST MAURICE SUR MORTAGNE,88700
91671,VILLENEUVE SUR AUVERS,91580
77462,THIEUX,77230
88426,ST MAURICE SUR MOSELLE,88560
91685,VILLIERS SUR ORGE,91700
77471,TOUSSON,77123
88427,ST MENGE,88170
92009,BOIS COLOMBES,92270
77477,URY,77760
88439,SANCHEY,88390
92012,BOULOGNE BILLANCOURT,92100
77480,VALENCE EN BRIE,77830
88452,SENONGES,88260
92022,CHAVILLE,92370
77495,VERT ST DENIS,77240
88457,SIONNE,88630
92026,COURBEVOIE,92400
77506,VILLEMER,77250
88459,SONCOURT,88170
92035,LA GARENNE COLOMBES,92250
77508,VILLENEUVE LE COMTE,77174
88460,SOULOSSE SOUS ST ELOPHE,88630
92044,LEVALLOIS PERRET,92300
77517,VILLEVAUDE,77410
88462,LE SYNDICAT,88120
92046,MALAKOFF,92240
77518,VILLIERS EN BIERE,77190
88464,TENDON,88460
92063,RUEIL MALMAISON,92500
77526,VINCY MANOEUVRE,77139
88465,CAPAVENIR VOSGES,88150
92071,SCEAUX,92330
77527,VOINSLES,77540
88465,CAPAVENIR VOSGES,88150
92072,SEVRES,92310
77529,VOULANGIS,77580
88467,THIEFOSSE,88290
93013,LE BOURGET,93350
77533,VULAINES SUR SEINE,77870
88468,LE THILLOT,88160
93015,COUBRON,93470
77534,YEBLES,77390
88469,THIRAUCOURT,88500
93047,MONTFERMEIL,93370
78005,ACHERES,78260
88472,THUILLIERES,88260
93050,NEUILLY SUR MARNE,93330
78009,ALLAINVILLE,78660
88473,TIGNECOURT,88320
93055,PANTIN,93500
78050,BAZOCHES SUR GUYONNE,78490
88480,UBEXY,88130
93057,LES PAVILLONS SOUS BOIS,93320
78053,BEHOUST,78910
88483,UXEGNEY,88390
93074,VAUJOURS,93410
78062,BEYNES,78650
88497,VAXONCOURT,88330
94001,ABLON SUR SEINE,94480
78073,BOIS D ARCY,78390
88510,VILLOTTE,88320
94017,CHAMPIGNY SUR MARNE,94500
78082,BOISSY MAUVOISIN,78200
88514,VIOCOURT,88170
94019,CHENNEVIERES SUR MARNE,94430
78092,BOUGIVAL,78380
88520,LES VOIVRES,88240
94033,FONTENAY SOUS BOIS,94120
78104,BREUIL BOIS ROBERT,78930
88523,VOUXEY,88170
94038,L HAY LES ROSES,94240
78123,CARRIERES SOUS POISSY,78955
88523,VOUXEY,88170
94042,JOINVILLE LE PONT,94340
78125,LA CELLE LES BORDES,78720
88524,VRECOURT,88140
94046,MAISONS ALFORT,94700
78138,CHANTELOUP LES VIGNES,78570
88527,XAFFEVILLERS,88700
94067,ST MANDE,94160
78147,CHAUFOUR LES BONNIERES,78270
88529,XARONVAL,88130
94068,ST MAUR DES FOSSES,94210
78165,LES CLAYES SOUS BOIS,78340
88532,ZINCOURT,88330
94071,SUCY EN BRIE,94370
78185,COURGENT,78790
89003,MONTHOLON,89110
94078,VILLENEUVE ST GEORGES,94190
78189,CRESPIERES,78121
89003,MONTHOLON,89110
95002,ABLEIGES,95450
78239,FOLLAINVILLE DENNEMONT,78520
89021,ASQUINS,89450
95008,AINCOURT,95510
78242,FONTENAY LE FLEURY,78330
89036,LA BELLIOLE,89150
95012,AMENUCOURT,95510
78245,FONTENAY MAUVOISIN,78200
89039,BERU,89700
95023,ARRONVILLE,95810
78262,GALLUIS,78490
89048,BOEURS EN OTHE,89770
95040,AVERNES,95450
78267,GARGENVILLE,78440
89053,BRANCHES,89113
95055,BELLEFONTAINE,95270
78285,GRESSEY,78550
89058,BUSSIERES,89630
95088,BONNEUIL EN FRANCE,95500
78297,GUYANCOURT,78280
89062,CARISEY,89360
95091,BOUFFEMONT,95570
78297,GUYANCOURT,78280
89085,CHARMOY,89400
95127,CERGY,95000
78320,NOTRE DAME DE LA MER,78270
89086,CHARNY OREE DE PUISAYE,89120
95150,CHAUSSY,95710
78324,JOUY MAUVOISIN,78200
89086,CHARNY OREE DE PUISAYE,89120
95197,DEUIL LA BARRE,95170
78325,JUMEAUVILLE,78580
89086,CHARNY OREE DE PUISAYE,89120
95210,ENGHIEN LES BAINS,95880
78346,LONGNES,78980
89086,CHARNY OREE DE PUISAYE,89120
95213,EPIAIS RHUS,95810
78362,MANTES LA VILLE,78711
89086,CHARNY OREE DE PUISAYE,89120
95219,ERMONT,95120
78372,MARLY LE ROI,78160
89086,CHARNY OREE DE PUISAYE,89120
95241,FONTENAY EN PARISIS,95190
78384,MEDAN,78670
89099,CHENY,89400
95256,FREPILLON,95740
78389,MERE,78490
89105,CHICHERY,89400
95257,LA FRETTE SUR SEINE,95530
78397,LE MESNIL ST DENIS,78320
89123,COURGIS,89800
95258,FROUVILLE,95690
78403,MEZY SUR SEINE,78250
89128,COUTARNOUX,89440
95282,GOUZANGREZ,95450
78417,MONTCHAUVET,78790
89132,CRY,89390
95303,LE HEAULME,95640
78420,MONTFORT L AMAURY,78490
89134,CUSSY LES FORGES,89420
95304,HEDOUVILLE,95690
78431,MORAINVILLIERS,78630
89155,ESCOLIVES STE CAMILLE,89290
95309,HODENT,95420
78437,MOUSSEAUX SUR SEINE,78270
89160,ETIGNY,89510
95323,JOUY LE MOUTIER,95280
